"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2021-01-01 ~ 2021-12-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강서구"
"읍면동 : 마곡동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"37","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","51.56"," ","29,500","5","-","-","202112","14","","2017","-","중개거래","서울 강서구"
"38","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","55.20"," ","36,000","6","-","-","202112","14","","2018","20220224","중개거래","서울 강서구"
"39","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","35.15"," ","20,000","9","-","-","202112","13","","2017","-","중개거래","서울 강서구"
"40","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","35.15"," ","20,000","9","-","-","202112","13","","2017","-","중개거래","서울 강서구"
"41","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","30.93"," ","22,500","9","-","-","202112","13","","2019","-","중개거래","서울 강서구"
"42","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","32.20"," ","21,000","12","-","-","202112","10","","2017","-","중개거래","서울 강서구"
"43","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","30.36"," ","19,000","12","-","-","202112","10","","2017","-","중개거래","서울 강서구"
"44","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","37.80"," ","22,500","9","-","-","202112","10","","2017","-","중개거래","서울 강서구"
"45","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","30.36"," ","19,000","12","-","-","202112","10","","2017","-","중개거래","서울 강서구"
"46","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","제2종근린생활","-","122.30"," ","84,000","4","-","-","202112","09","","2017","-","중개거래","서울 강서구"
"47","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로","일반상업","판매","-","46.39"," ","95,000","","-","-","202112","09","","2017","-","중개거래","서울 강서구"
"48","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","32.14"," ","22,000","","-","-","202112","08","","2017","-","중개거래","서울 강서구"
"49","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","83.96"," ","60,000","6","-","-","202112","07","","2017","-","중개거래","서울 강서구"
"50","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","제2종근린생활","25m미만","43.60"," ","25,000","3","-","-","202112","06","지분","2019","-","직거래","-"
"51","서울특별시 강서구 마곡동","집합","7**","","일반상업","업무","-","30.93"," ","24,000","","-","-","202112","06","","2019","-","중개거래","서울 강서구 서울 영등포구"
"52","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","30.36"," ","16,300","12","-","-","202112","03","","2017","-","중개거래","서울 강서구"
"53","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","43.90"," ","24,500","9","-","-","202112","03","","2017","20211218","중개거래","서울 강서구"
"54","서울특별시 강서구 마곡동","집합","7**","마곡중앙8로5길","준공업","제1종근린생활","-","80.56"," ","84,905","3","-","-","202112","02","","2020","-","직거래","-"
"55","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","30.36"," ","17,500","7","-","-","202112","02","","2017","-","중개거래","서울 강서구"
"56","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","32.20"," ","17,500","7","-","-","202112","02","","2017","-","중개거래","서울 강서구"
"57","서울특별시 강서구 마곡동","집합","7**","마곡중앙8로5길","준공업","제1종근린생활","-","82.68"," ","87,084","3","-","-","202112","02","","2020","-","직거래","-"
"58","서울특별시 강서구 마곡동","집합","7**","마곡중앙8로5길","준공업","제1종근린생활","-","58.38"," ","61,499","3","-","-","202112","02","","2020","-","직거래","-"
"59","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","제1종근린생활","-","78.35"," ","46,000","4","-","-","202112","01","","2016","-","중개거래","서울 강서구"
"60","서울특별시 강서구 마곡동","집합","7**","마곡서로","준주거","업무","-","35.52"," ","26,000","5","-","-","202112","01","","2019","-","중개거래","서울 강서구"
"61","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","35.15"," ","19,800","7","-","-","202112","01","","2017","-","중개거래","서울 강서구"
"62","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","25m이상","28.98"," ","16,500","12","-","-","202111","30","","2017","-","중개거래","서울 강서구"
"63","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","47.37"," ","101,000","1","-","-","202111","29","","2016","-","중개거래","서울 강서구"
"64","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","제2종근린생활","-","33.34"," ","34,261","2","-","-","202111","29","","2018","-","중개거래","서울 강서구"
"65","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","47.06"," ","102,000","1","-","-","202111","29","","2016","-","중개거래","서울 강서구"
"66","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","47.47"," ","102,000","1","-","-","202111","29","","2016","-","중개거래","서울 강서구"
"67","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","26,000","9","-","-","202111","27","","2019","-","중개거래","서울 강서구"
"68","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","35.15"," ","20,500","8","-","-","202111","27","","2017","-","중개거래","서울 강서구"
"69","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","29.97"," ","17,000","6","-","-","202111","26","","2018","-","중개거래","서울 강서구 서울 영등포구"
"70","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","30.36"," ","19,900","4","-","-","202111","26","","2017","-","중개거래","서울 강서구"
"71","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","30.36"," ","19,900","4","-","-","202111","26","","2017","-","중개거래","서울 강서구"
"72","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","21.93"," ","17,000","3","-","-","202111","26","","2017","-","중개거래","서울 강서구"
"73","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","37.54"," ","33,000","","-","-","202111","26","","2017","-","중개거래","서울 강서구"
"74","서울특별시 강서구 마곡동","집합","7**","방화대로","일반상업","제1종근린생활","-","103.16"," ","32,897","5","-","-","202111","25","","2016","-","직거래","-"
"75","서울특별시 강서구 마곡동","집합","7**","방화대로","일반상업","제1종근린생활","-","95.16"," ","30,348","5","-","-","202111","25","","2016","-","직거래","-"
"76","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","28.98"," ","17,000","10","-","-","202111","24","","2017","-","중개거래","서울 강서구"
"77","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","39.53"," ","29,000","","-","-","202111","24","","2017","-","중개거래","서울 강서구"
"78","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","숙박","-","19.72"," ","10,300","11","-","-","202111","24","","2015","-","중개거래","서울 강서구"
"79","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","25m이상","32.56"," ","24,100","9","-","-","202111","23","","2019","20220503","중개거래","서울 강서구"
"80","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","25m이상","34.10"," ","25,400","9","-","-","202111","23","","2019","-","중개거래","서울 강서구"
"81","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","25m이상","34.10"," ","25,400","9","-","-","202111","23","","2019","20220429","중개거래","서울 강서구"
"82","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","28.75"," ","19,800","12","-","-","202111","23","","2018","-","중개거래","서울 강서구"
"83","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","25m이상","32.56"," ","24,100","9","-","-","202111","23","","2019","-","중개거래","서울 강서구"
"84","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","제2종근린생활","-","101.01"," ","72,500","2","-","-","202111","22","","2017","-","중개거래","서울 강서구"
"85","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","32.56"," ","27,500","6","-","-","202111","20","","2019","-","중개거래","서울 강서구"
"86","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","34.10"," ","29,000","6","-","-","202111","20","","2019","-","중개거래","서울 강서구"
"87","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","47.20"," ","25,900","10","-","-","202111","20","","2018","-","중개거래","서울 강서구"
"88","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","","제2종근린생활","-","67.41"," ","46,300","3","-","-","202111","20","","2017","20211130","중개거래","서울 강서구"
"89","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","67.41"," ","46,300","3","-","-","202111","20","","2017","-","중개거래","서울 강서구"
"90","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","29.51"," ","18,000","","-","-","202111","20","","2017","-","중개거래","서울 강서구"
"91","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","28.16"," ","19,500","13","-","-","202111","20","","2018","-","중개거래","서울 강서구"
"92","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","32.00"," ","31,020","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"93","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","35.49"," ","20,800","12","-","-","202111","19","","2017","20211214","중개거래","서울 강서구"
"94","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"95","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","31.20"," ","29,630","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"96","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"97","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"98","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","29,470","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"99","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"100","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"101","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"102","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"103","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","31.20"," ","29,427","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"104","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"105","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","35.49"," ","20,800","12","-","-","202111","19","","2017","-","중개거래","서울 강서구"
"106","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","제2종근린생활","-","52.40"," ","185,375","1","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"107","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","31.20"," ","29,427","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"108","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","36.00"," ","34,899","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"109","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","31.20"," ","29,427","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"110","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"111","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","30.40"," ","28,670","5","-","-","202111","19","","2019","-","중개거래","서울 강서구"
"112","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","25m이상","47.97"," ","12,000","8","-","-","202111","19","지분","2016","20211217","중개거래","서울 강서구"
"113","서울특별시 강서구 마곡동","집합","7**","마곡중앙2로","준주거","업무","-","29.60"," ","19,500","9","-","-","202111","16","","2019","-","중개거래","서울 강서구"
"114","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","48.95"," ","38,700","","-","-","202111","16","","2017","-","중개거래","서울 강서구"
"115","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","40.40"," ","25,000","7","-","-","202111","15","","2018","-","중개거래","서울 강서구"
"116","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","40.40"," ","25,000","7","-","-","202111","15","","2018","-","중개거래","서울 강서구"
"117","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","32.56"," ","22,700","10","-","-","202111","15","","2019","-","중개거래","서울 강서구"
"118","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","66.34"," ","53,000","8","-","-","202111","14","","2017","20211216","직거래","-"
"119","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","37.80"," ","21,500","","-","-","202111","13","","2017","-","중개거래","서울 강서구"
"120","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","49.64"," ","33,200","7","-","-","202111","12","","2019","-","중개거래","서울 강서구"
"121","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","44.28"," ","29,900","4","-","-","202111","12","","2017","-","중개거래","서울 강서구"
"122","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","44.28"," ","29,900","4","-","-","202111","12","","2017","-","중개거래","서울 강서구"
"123","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","업무","-","66.60"," ","53,500","8","-","-","202111","11","","2019","-","중개거래","서울 강서구"
"124","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","53.34"," ","37,000","9","-","-","202111","11","","2019","-","중개거래","서울 강서구"
"125","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","숙박","-","19.72"," ","11,000","5","-","-","202111","11","","2015","-","중개거래","서울 강서구"
"126","서울특별시 강서구 마곡동","집합","7**","마곡중앙1로","준주거","제2종근린생활","-","43.68"," ","52,879","2","-","-","202111","10","","2019","-","직거래","-"
"127","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","122.01"," ","76,240","","-","-","202111","10","","2019","-","직거래","-"
"128","서울특별시 강서구 마곡동","집합","7**","마곡중앙1로","준주거","업무","-","35.64"," ","26,000","8","-","-","202111","09","","2019","-","중개거래","서울 강서구"
"129","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","32.20"," ","17,500","8","-","-","202111","09","","2017","-","중개거래","서울 강서구"
"130","서울특별시 강서구 마곡동","집합","7**","방화대로","일반상업","제2종근린생활","-","141.11"," ","79,000","5","-","-","202111","08","","2016","20211220","중개거래","서울 강서구"
"131","서울특별시 강서구 마곡동","집합","7**","방화대로","일반상업","제2종근린생활","-","141.11"," ","79,000","5","-","-","202111","08","","2016","-","중개거래","서울 강서구"
"132","서울특별시 강서구 마곡동","집합","7**","마곡중앙2로","준주거","업무","-","49.28"," ","27,200","6","-","-","202111","07","","2019","-","중개거래","서울 강서구"
"133","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제2종근린생활","-","31.20"," ","19,200","5","-","-","202111","06","","2019","-","중개거래","서울 강서구"
"134","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","업무","25m미만","107.46"," ","84,000","6","-","-","202111","06","","2019","-","중개거래","서울 강서구"
"135","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","35.52"," ","24,700","10","-","-","202111","04","","2018","-","중개거래","서울 강서구"
"136","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","34.67"," ","21,700","12","-","-","202111","04","","2017","-","중개거래","서울 강서구"
"137","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","-","35.15"," ","19,500","7","-","-","202111","02","","2017","-","중개거래","서울 강서구"
"138","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제2종근린생활","-","49.02"," ","41,000","4","-","-","202111","02","","2016","-","중개거래","서울 강서구"
"139","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","25m이상","42.62"," ","47,245","1","-","-","202111","01","지분","2016","-","중개거래","서울 강서구"
"140","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","39.52"," ","32,246","10","-","-","202111","01","","2017","-","중개거래","서울 강서구"
"141","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","57.11"," ","45,847","10","-","-","202111","01","","2017","-","중개거래","서울 강서구"
"142","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","66.34"," ","54,130","10","-","-","202111","01","","2017","-","중개거래","서울 강서구"
"143","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","74.73"," ","60,984","10","-","-","202111","01","","2017","-","중개거래","서울 강서구"
"144","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","56.05"," ","45,738","10","-","-","202111","01","","2017","-","중개거래","서울 강서구"
"145","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","70.06"," ","57,179","10","-","-","202111","01","","2017","-","중개거래","서울 강서구"
"146","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","제2종근린생활","-","123.26"," ","76,730","3","-","-","202111","01","","2017","-","직거래","-"
"147","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","25m미만","53.76"," ","43,876","10","-","-","202111","01","","2017","-","중개거래","서울 강서구"
"148","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","34.03"," ","23,500","","-","-","202110","30","","2017","-","-","-"
"149","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","32.76"," ","21,700","","-","-","202110","30","","2017","-","-","-"
"150","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","34.03"," ","23,500","","-","-","202110","30","","2017","-","-","-"
"151","서울특별시 강서구 마곡동","집합","7**","마곡중앙8로5길","준공업","제2종근린생활","-","105.93"," ","89,496","3","-","-","202110","29","","2021","-","-","-"
"152","서울특별시 강서구 마곡동","집합","7**","마곡중앙8로5길","준공업","제2종근린생활","-","29.68"," ","23,292","5","-","-","202110","29","","2021","-","-","-"
"153","서울특별시 강서구 마곡동","집합","7**","마곡중앙8로5길","준공업","제2종근린생활","-","112.15"," ","101,509","2","-","-","202110","29","","2021","-","-","-"
"154","서울특별시 강서구 마곡동","집합","7**","마곡중앙8로5길","준공업","제2종근린생활","-","107.64"," ","84,445","5","-","-","202110","29","","2021","-","-","-"
